Provinsi,Kabupaten_Kota,Tahun,Garis Kemiskinan (Rupiah/Kapita/Bulan),Indeks Pembangunan Gender,Indeks Pembangunan Manusia,Kepadatan Penduduk (Jiwa/km2),PDRB ADHK (Milyar Rupiah),Pengeluaran Per Kapita yang Disesuaikan (Rupiah/Kapita/Tahun),Persentase Penduduk Miskin (%),Persentase Rumah Tangga yang memiliki Akses Sanitasi Layak (%),Rata-Rata Lama Sekolah (Tahun),Umur Harapan Hidup (Tahun)
Jawa Timur,Magetan,2021,371182.0,93.65,75.08,979.0,13417.0,11833.0,10.66,88.4,8.36,72.65
Jawa Timur,Magetan,2022,396696.0,93.88,75.76,960.0,13939.2,12031.0,9.84,91.01,8.66,72.97
Jawa Timur,Magetan,2023,431203.0,94.07,76.3,965.0,14562.7,12495.0,,92.9,8.67,73.29
Jawa Timur,Magetan,2024,455119.0,94.37,76.77,970.0,15259.9,12915.0,9.32,89.99,8.69,73.49
Jawa Timur,Malang,2020,338156.0,88.68,71.24,752.0,66545.5,10028.0,10.15,80.99,7.42,72.55
Jawa Timur,Malang,2021,348695.0,88.34,71.48,756.0,68619.1,10163.0,,80.79,7.43,72.61
Jawa Timur,Malang,2022,367579.0,88.35,72.23,773.0,72136.5,10326.0,9.55,81.8,7.68,72.95
Jawa Timur,Malang,2023,399647.0,88.6,73.0,782.0,75744.3,10791.0,9.45,84.03,7.75,73.26
Jawa Timur,Malang,2024,420334.0,88.91,73.53,788.0,79500.9,11190.0,8.98,86.16,,73.45
Jawa Timur,Mojokerto,2020,406043.0,91.1,74.58,1559.0,57818.4,12779.0,10.57,91.02,8.51,72.53
Jawa Timur,Mojokerto,2021,417784.0,91.24,74.9,1568.0,60198.7,12844.0,10.62,87.34,8.64,72.59
Jawa Timur,Mojokerto,2022,445608.0,91.37,75.61,1151.0,63699.8,13051.0,9.71,89.87,8.97,72.93
Jawa Timur,Mojokerto,2023,486520.0,91.63,76.23,1163.0,66982.7,13467.0,,89.38,,73.25
Jawa Timur,Mojokerto,2024,508618.0,91.84,76.69,1172.0,70527.7,13903.0,9.37,96.76,9.13,73.45
Jawa Timur,Nganjuk,2020,428882.0,93.26,72.78,902.0,17990.4,12130.0,11.62,85.75,7.64,71.54
Jawa Timur,Nganjuk,2021,446232.0,93.76,73.03,906.0,18640.7,12172.0,11.85,81.84,7.78,71.6
Jawa Timur,Nganjuk,2022,474429.0,93.89,73.95,867.0,19543.2,12349.0,,83.36,,71.95
Jawa Timur,Nganjuk,2023,513565.0,94.08,74.7,872.0,20598.6,12821.0,10.89,87.83,8.24,72.28
Jawa Timur,Nganjuk,2024,539714.0,94.18,75.24,878.0,21614.9,13376.0,10.17,96.14,8.25,72.48
Jawa Timur,Ngawi,2020,342556.0,92.19,71.49,671.0,13479.7,11418.0,15.44,83.67,,72.3
Jawa Timur,Ngawi,2021,358663.0,92.32,71.97,674.0,13823.5,11459.0,15.57,79.35,7.26,72.41
Jawa Timur,Ngawi,2022,382301.0,92.53,72.62,629.0,14264.4,11563.0,14.15,84.26,7.59,72.81
Jawa Timur,Ngawi,2023,413947.0,92.89,73.28,631.0,14904.5,11897.0,,85.42,7.78,73.2
Jawa Timur,Ngawi,2024,445865.0,93.13,73.91,633.0,15596.0,12414.0,13.81,96.04,7.84,73.39
Jawa Timur,Pacitan,2020,296271.0,84.87,69.28,422.0,10837.9,8796.0,14.54,69.9,,71.94
Jawa Timur,Pacitan,2021,309655.0,85.09,69.45,424.0,11107.4,8887.0,,71.7,7.61,72.07
Jawa Timur,Pacitan,2022,327758.0,85.65,70.19,414.0,11722.4,9184.0,,72.64,7.82,72.48
Jawa Timur,Pacitan,2023,352606.0,86.16,70.94,410.0,12245.0,9681.0,13.65,77.45,7.88,72.86
Jawa Timur,Pacitan,2024,370643.0,86.46,71.49,411.0,12775.8,10099.0,,81.26,,73.04
Jawa Timur,Pamekasan,2020,357074.0,86.17,68.65,1073.0,11117.6,8739.0,,68.25,6.69,67.58
Jawa Timur,Pamekasan,2021,368259.0,86.5,68.78,1077.0,11496.2,8804.0,,70.85,,67.67
Jawa Timur,Pamekasan,2022,392345.0,86.83,69.35,1079.0,12031.6,8967.0,13.93,65.95,6.88,68.03
Jawa Timur,Pamekasan,2023,431127.0,86.97,70.32,1101.0,12628.7,9420.0,13.85,71.1,7.15,68.31
Jawa Timur,Pamekasan,2024,467493.0,87.22,70.85,1113.0,13245.3,9811.0,13.41,72.94,7.17,68.48
Jawa Timur,Pasuruan,2020,355299.0,90.48,70.2,1090.0,103152.8,10164.0,9.26,80.03,,70.23
Jawa Timur,Pasuruan,2021,368686.0,90.89,70.54,1093.0,107630.3,10297.0,,82.92,7.41,70.25
Jawa Timur,Pasuruan,2022,394016.0,91.02,71.29,1084.0,113352.1,10726.0,8.96,83.4,7.42,70.55
Jawa Timur,Pasuruan,2023,429624.0,91.08,71.91,1101.0,119252.6,11239.0,9.24,86.7,7.44,70.81
Jawa Timur,Pasuruan,2024,450088.0,91.17,72.36,1110.0,125622.8,11617.0,8.63,86.36,7.46,71.0
Jawa Timur,Ponorogo,2020,326205.0,93.56,71.57,727.0,14168.6,9670.0,9.95,84.97,7.54,72.77
Jawa Timur,Ponorogo,2021,341090.0,93.65,71.81,732.0,14620.0,9851.0,10.26,87.49,7.55,72.85
Jawa Timur,Ponorogo,2022,362461.0,93.96,72.59,680.0,15093.7,10199.0,9.32,86.77,7.77,73.2
Jawa Timur,Ponorogo,2023,395069.0,94.4,73.18,676.0,15870.1,10658.0,9.53,89.79,7.78,73.55
Jawa Timur,Ponorogo,2024,413619.0,94.6,73.7,679.0,16622.8,11065.0,,92.57,,73.74
Jawa Timur,Probolinggo,2020,441258.0,85.38,68.77,679.0,22898.2,10859.0,18.61,59.76,,67.2
Jawa Timur,Probolinggo,2021,451395.0,85.39,68.94,681.0,23664.4,10969.0,18.91,62.14,,67.36
Jawa Timur,Probolinggo,2022,475713.0,86.02,69.56,673.0,24734.2,11254.0,,62.36,6.13,67.78
Jawa Timur,Probolinggo,2023,514274.0,86.34,70.36,682.0,25904.9,11756.0,17.19,66.12,6.29,68.12
Jawa Timur,Probolinggo,2024,537724.0,86.63,70.85,687.0,27153.1,12258.0,16.45,62.94,6.31,68.28
Jawa Timur,Sampang,2020,374908.0,85.5,64.75,786.0,13953.7,8739.0,22.78,81.85,4.85,68.03
Jawa Timur,Sampang,2021,391032.0,86.32,64.86,792.0,13984.6,8790.0,23.76,76.22,4.86,68.07
Jawa Timur,Sampang,2022,411661.0,86.79,65.44,801.0,14308.3,8944.0,21.61,79.33,,68.38
Jawa Timur,Sampang,2023,454716.0,86.97,66.19,818.0,14674.1,9363.0,21.76,82.86,,68.64
Jawa Timur,Sampang,2024,491753.0,87.16,66.72,827.0,14925.3,9782.0,20.83,50.34,,68.81
Jawa Timur,Sidoarjo,2020,486421.0,94.13,80.65,3283.0,135305.3,14458.0,5.59,95.52,,74.04
Jawa Timur,Sidoarjo,2021,502524.0,94.26,81.01,3298.0,141000.4,14578.0,5.93,95.05,10.72,74.06
Jawa Timur,Sidoarjo,2022,523213.0,94.68,81.37,2905.0,151613.9,14808.0,5.36,89.54,10.77,74.36
Jawa Timur,Sidoarjo,2023,571696.0,94.72,81.88,2968.0,160950.8,15311.0,5.0,94.72,10.78,74.69
Jawa Timur,Sidoarjo,2024,597284.0,94.9,82.67,2999.0,169867.8,15710.0,4.53,97.95,10.91,74.91
Jawa Timur,Situbondo,2020,322527.0,87.06,68.94,411.0,13282.8,9857.0,12.22,55.29,6.46,69.13
Jawa Timur,Situbondo,2021,336040.0,87.16,69.34,412.0,13715.8,9996.0,12.63,59.79,6.62,69.24
Jawa Timur,Situbondo,2022,356133.0,87.32,69.76,418.0,14318.0,10263.0,11.78,54.52,6.63,69.62
Jawa Timur,Situbondo,2023,396587.0,87.59,70.65,421.0,15019.0,10702.0,,59.37,,69.94
Jawa Timur,Situbondo,2024,413611.0,87.73,71.22,424.0,15741.8,11216.0,11.51,62.64,6.93,70.11
Jawa Timur,Sumenep,2020,382491.0,80.81,67.15,563.0,23546.5,8888.0,20.18,64.74,5.71,71.41
Jawa Timur,Sumenep,2021,400960.0,81.18,67.74,565.0,24161.4,9000.0,20.51,65.66,5.92,71.56
Jawa Timur,Sumenep,2022,427882.0,81.88,68.49,545.0,24912.6,9388.0,18.76,67.68,5.93,71.99
Jawa Timur,Sumenep,2023,471860.0,82.29,69.13,550.0,26244.8,9807.0,,70.26,5.94,72.47
Jawa Timur,Sumenep,2024,506569.0,82.67,69.78,553.0,27234.4,10156.0,17.78,73.31,,72.65
Jawa Timur,Trenggalek,2020,340915.0,92.93,70.1,637.0,12502.4,9630.0,11.62,76.81,7.55,73.75
Jawa Timur,Trenggalek,2021,358831.0,92.56,70.4,641.0,12959.0,9743.0,12.14,75.48,7.56,73.86
Jawa Timur,Trenggalek,2022,381448.0,92.41,71.28,592.0,13545.4,10042.0,10.96,79.27,7.89,74.26
Jawa Timur,Trenggalek,2023,411527.0,92.57,71.96,593.0,14212.1,10465.0,10.63,81.28,,74.64
Jawa Timur,Trenggalek,2024,434146.0,92.68,72.47,596.0,14881.6,10872.0,,84.66,7.92,74.83
Jawa Timur,Tuban,2020,371465.0,87.78,69.6,653.0,42705.0,10238.0,15.91,79.03,6.95,71.43
Jawa Timur,Tuban,2021,388176.0,88.06,70.1,656.0,43984.7,10380.0,16.31,83.8,7.18,71.56
Jawa Timur,Tuban,2022,421287.0,88.39,70.79,613.0,47890.3,10703.0,,80.99,7.37,71.97
Jawa Timur,Tuban,2023,454336.0,88.52,71.4,617.0,49984.2,11174.0,14.91,85.13,,72.36
Jawa Timur,Tuban,2024,488131.0,88.81,72.31,621.0,51913.4,11579.0,14.36,87.12,7.53,72.54
Jawa Timur,Tulungagung,2020,362213.0,95.48,73.15,1032.0,26455.8,10705.0,7.33,89.45,8.33,74.08
Jawa Timur,Tulungagung,2021,374183.0,95.52,73.29,1039.0,27390.4,10807.0,7.51,85.37,8.34,74.16
Jawa Timur,Tulungagung,2022,391888.0,95.63,74.14,966.0,28818.9,11162.0,6.71,83.6,8.65,74.54
Jawa Timur,Tulungagung,2023,423875.0,95.45,74.65,968.0,30234.6,11565.0,6.53,87.85,8.66,74.91
Jawa Timur,Tulungagung,2024,447793.0,95.56,75.13,973.0,31703.9,11966.0,6.28,87.76,8.68,75.11
Kalimantan Barat,Bengkayang,2020,365755.0,82.78,67.87,56.0,5600.32,9102.0,6.62,80.33,6.76,73.83
Kalimantan Barat,Bengkayang,2021,372793.0,82.79,68.04,57.0,5842.93,9193.0,6.48,82.17,,73.84
Kalimantan Barat,Bengkayang,2022,396037.0,82.86,68.74,58.0,6161.45,9484.0,,79.53,7.0,74.0
Kalimantan Barat,Bengkayang,2023,416148.0,83.68,69.53,54.0,6449.88,9859.0,6.28,83.76,7.22,74.2
Kalimantan Barat,Bengkayang,2024,440390.0,84.06,70.3,55.0,6755.97,10208.0,6.0,84.37,7.41,74.42
Kalimantan Barat,Kapuas Hulu,2020,465360.0,84.91,65.92,8.0,6234.48,7162.0,8.99,54.74,7.52,72.52
Kalimantan Barat,Kapuas Hulu,2021,481826.0,84.95,65.98,9.0,6510.87,7168.0,8.93,69.7,7.53,72.53
Kalimantan Barat,Kapuas Hulu,2022,508087.0,85.99,66.91,9.0,6804.58,7668.0,8.59,60.31,7.59,72.69
Kalimantan Barat,Kapuas Hulu,2023,543301.0,86.52,67.86,8.0,,8055.0,8.16,69.76,7.82,72.88
Kalimantan Barat,Kapuas Hulu,2024,572644.0,86.83,68.77,8.0,7457.75,8470.0,,74.44,,73.05
Kalimantan Barat,Kayong Utara,2020,311643.0,85.75,63.97,28.0,2517.55,7842.0,9.56,63.19,,68.28
Kalimantan Barat,Kayong Utara,2021,321356.0,86.04,64.18,28.0,2632.99,7920.0,9.33,71.34,,68.48
Kalimantan Barat,Kayong Utara,2022,339089.0,87.07,65.09,29.0,2765.56,8234.0,,77.87,6.21,68.82
Kalimantan Barat,Kayong Utara,2023,365262.0,86.8,66.06,32.0,2889.47,8594.0,9.13,70.59,6.35,69.22
Kalimantan Barat,Kayong Utara,2024,386071.0,86.99,67.05,33.0,3019.94,9016.0,8.84,73.0,6.54,69.51
Kalimantan Barat,Ketapang,2020,468450.0,88.42,68.13,18.0,17911.87,9163.0,10.29,82.51,7.31,71.1
Kalimantan Barat,Ketapang,2021,482824.0,88.6,68.39,19.0,18848.7,9209.0,10.13,75.46,7.46,71.11
Kalimantan Barat,Ketapang,2022,499724.0,89.12,68.86,19.0,19876.46,9426.0,9.39,74.1,7.48,71.27
Kalimantan Barat,Ketapang,2023,539108.0,89.46,69.61,20.0,20088.15,9984.0,9.25,80.12,7.55,71.45
Kalimantan Barat,Ketapang,2024,570638.0,89.61,70.34,20.0,21070.67,10472.0,,83.89,7.68,71.64
Kalimantan Barat,Kota Pontianak,2020,567432.0,93.73,80.1,6110.0,23822.51,14465.0,,96.12,10.17,72.96
Kalimantan Barat,Kota Pontianak,2021,578615.0,94.01,80.59,6157.0,24919.42,14610.0,4.58,96.48,10.43,73.12
Kalimantan Barat,Kota Pontianak,2022,622735.0,94.1,81.1,6213.0,26159.52,15141.0,4.46,98.13,10.44,73.46
Kalimantan Barat,Kota Pontianak,2023,677512.0,94.65,81.63,5714.0,27404.86,15632.0,4.45,98.06,10.45,73.87
Kalimantan Barat,Kota Pontianak,2024,708333.0,94.8,82.22,5760.0,28784.47,16212.0,,96.5,10.47,74.15
Kalimantan Barat,Kota Singkawang,2020,510596.0,92.0,72.73,466.0,,11650.0,4.53,88.38,7.89,72.06
Kalimantan Barat,Kota Singkawang,2021,527892.0,92.0,72.9,472.0,6977.77,11767.0,4.83,92.21,,72.18
Kalimantan Barat,Kota Singkawang,2022,552823.0,92.83,73.66,479.0,,12089.0,4.67,93.7,8.19,72.46
Kalimantan Barat,Kota Singkawang,2023,588561.0,93.05,74.13,447.0,7694.93,12457.0,,88.29,8.21,72.81
Kalimantan Barat,Kota Singkawang,2024,614077.0,93.15,74.68,454.0,8084.58,12945.0,4.53,89.23,8.22,72.98
Kalimantan Barat,Kubu Raya,2020,423430.0,84.3,68.89,88.0,17831.73,8709.0,4.42,77.89,6.83,70.59
Kalimantan Barat,Kubu Raya,2021,431211.0,84.3,69.09,88.0,18754.97,8630.0,4.34,75.74,7.0,70.69
Kalimantan Barat,Kubu Raya,2022,457367.0,85.26,69.83,89.0,19783.11,9142.0,,73.52,,70.95
Kalimantan Barat,Kubu Raya,2023,492642.0,85.45,70.5,75.0,20768.22,9605.0,4.23,77.79,,71.26
Kalimantan Barat,Kubu Raya,2024,511815.0,85.68,71.14,76.0,21794.06,10132.0,,77.94,,71.44
Kalimantan Barat,Landak,2020,385314.0,88.14,66.1,45.0,,7357.0,,51.22,,72.84
Kalimantan Barat,Landak,2021,395486.0,88.44,66.33,45.0,7312.66,7431.0,10.99,62.85,,73.04
Kalimantan Barat,Landak,2022,414536.0,88.83,67.28,45.0,7652.35,7969.0,,66.0,7.15,73.39
Kalimantan Barat,Landak,2023,451681.0,89.45,68.22,49.0,,8423.0,9.97,65.24,7.24,73.77
Kalimantan Barat,Landak,2024,473797.0,89.71,69.13,50.0,,8868.0,8.98,66.28,7.46,74.0
Kalimantan Barat,Melawi,2020,550535.0,80.1,65.74,21.0,,8332.0,,67.95,6.76,72.97
Kalimantan Barat,Melawi,2021,570434.0,80.15,66.06,22.0,3500.14,8415.0,,71.62,6.91,72.98
Kalimantan Barat,Melawi,2022,602209.0,80.82,66.99,22.0,3671.61,8830.0,11.44,65.5,7.18,73.14
Kalimantan Barat,Melawi,2023,640608.0,81.22,67.92,24.0,3838.95,9155.0,,66.24,7.42,73.32
Kalimantan Barat,Melawi,2024,666972.0,81.9,68.81,24.0,4021.65,9596.0,10.62,71.38,7.66,73.49
Kalimantan Barat,Mempawah,2020,379808.0,87.92,66.71,108.0,,7801.0,4.95,82.16,,71.04
Kalimantan Barat,Mempawah,2021,387948.0,87.8,67.0,109.0,5466.32,7758.0,5.18,83.95,,71.18
Kalimantan Barat,Mempawah,2022,414334.0,88.53,67.91,111.0,,8049.0,5.32,79.44,7.17,71.47
Kalimantan Barat,Mempawah,2023,444790.0,88.9,68.91,162.0,6014.54,8690.0,5.21,81.92,,71.74
Kalimantan Barat,Mempawah,2024,471845.0,89.03,69.63,164.0,6412.72,9163.0,4.83,80.8,7.21,71.87
Kalimantan Barat,Sambas,2020,438062.0,87.07,68.97,94.0,13363.52,9858.0,,87.63,6.71,68.93
Kalimantan Barat,Sambas,2021,451173.0,87.0,69.03,95.0,13948.12,9828.0,7.66,92.66,6.72,69.08
Kalimantan Barat,Sambas,2022,472079.0,87.96,69.88,96.0,14594.48,10462.0,6.92,90.43,6.74,69.39
Kalimantan Barat,Sambas,2023,498209.0,88.37,70.6,109.0,15278.39,11057.0,,90.02,6.75,69.76
Kalimantan Barat,Sambas,2024,528017.0,88.39,71.2,110.0,16000.86,11538.0,6.53,93.68,6.76,70.11
Kalimantan Barat,Sanggau,2020,346983.0,81.04,66.73,38.0,13235.26,8245.0,4.46,70.12,7.15,71.42
Kalimantan Barat,Sanggau,2021,363714.0,81.19,67.18,38.0,13790.45,8328.0,4.55,70.34,7.39,71.42
Kalimantan Barat,Sanggau,2022,395305.0,82.14,67.87,38.0,14425.58,8782.0,4.51,64.98,7.41,71.58
Kalimantan Barat,Sanggau,2023,416112.0,82.66,68.73,40.0,14719.8,9213.0,4.79,65.96,7.44,71.77
Kalimantan Barat,Sanggau,2024,440303.0,83.03,69.4,41.0,15328.49,9728.0,4.67,73.57,7.47,71.91
Kalimantan Barat,Sekadau,2020,339456.0,82.65,65.33,39.0,,7434.0,5.87,75.45,6.83,71.84
Kalimantan Barat,Sekadau,2021,351726.0,82.72,65.48,39.0,4435.32,7462.0,6.26,69.63,6.85,72.05
Kalimantan Barat,Sekadau,2022,370836.0,83.4,66.13,39.0,4661.47,7566.0,5.85,72.33,,72.39
Kalimantan Barat,Sekadau,2023,392195.0,84.07,66.83,37.0,4880.32,7981.0,,77.83,7.13,72.74
Kalimantan Barat,Sekadau,2024,414782.0,84.13,67.74,37.0,5117.39,8511.0,5.66,72.69,7.23,72.96
Kalimantan Barat,Sintang,2020,573128.0,86.73,67.61,19.0,9375.71,8728.0,9.27,56.09,,71.71
Kalimantan Barat,Sintang,2021,593844.0,86.73,67.66,20.0,9731.98,8708.0,9.28,65.33,,71.84
Kalimantan Barat,Sintang,2022,620670.0,87.38,68.59,20.0,10215.01,8858.0,8.57,73.63,7.36,72.12
Kalimantan Barat,Sintang,2023,644010.0,87.74,69.39,20.0,10693.38,9128.0,8.18,78.91,7.64,72.41
Kalimantan Barat,Sintang,2024,670853.0,88.05,70.13,20.0,11216504.0,9657.0,,80.06,7.65,72.72
Kalimantan Selatan,Balangan,2020,441488.0,92.22,71.28,69.0,9177.87,11452.0,5.32,87.62,7.55,67.72
Kalimantan Selatan,Balangan,2021,453928.0,92.33,71.58,70.0,9477.83,11500.0,,89.42,7.69,67.85
Kalimantan Selatan,Balangan,2022,476190.0,93.1,72.2,74.0,9974.65,11659.0,5.83,91.8,7.85,68.13
Kalimantan Selatan,Balangan,2023,508157.0,93.21,72.97,74.0,10390.6,11888.0,5.22,95.66,,68.4
Kalimantan Selatan,Balangan,2024,528104.0,92.95,73.83,76.0,10821.6,12325.0,4.87,96.06,8.13,68.59
Kalimantan Selatan,Banjar,2020,462375.0,90.5,71.67,121.0,11732.66,12603.0,2.55,79.43,7.35,67.21
Kalimantan Selatan,Banjar,2021,482867.0,91.0,72.4,123.0,12109.22,12707.0,,77.19,7.52,67.41
Kalimantan Selatan,Banjar,2022,514991.0,92.12,73.25,126.0,12651.49,12871.0,2.79,81.37,7.71,67.73
Kalimantan Selatan,Banjar,2023,561521.0,92.49,74.01,129.0,13201.4,13301.0,2.44,82.57,7.94,68.01
Kalimantan Selatan,Banjar,2024,589165.0,92.52,74.41,131.0,13829.33,13683.0,2.36,83.18,7.95,68.26
Kalimantan Selatan,Barito Kuala,2020,340526.0,89.04,68.65,104.0,5760.37,9805.0,4.51,46.72,7.34,66.09
Kalimantan Selatan,Barito Kuala,2021,355160.0,89.18,69.08,106.0,5942.72,9868.0,,55.29,7.55,66.27
Kalimantan Selatan,Barito Kuala,2022,375707.0,89.93,69.87,132.0,6155.85,10230.0,4.75,52.75,7.63,66.55
Kalimantan Selatan,Barito Kuala,2023,417110.0,89.8,70.67,134.0,6406.42,10750.0,,56.66,7.74,66.8
Kalimantan Selatan,Barito Kuala,2024,437579.0,90.16,71.4,136.0,6728.29,11168.0,4.36,57.71,7.92,67.07
Kalimantan Selatan,Hulu Sungai Selatan,2020,528622.0,89.23,71.57,126.0,4650.23,12672.0,5.17,82.79,7.75,65.97
Kalimantan Selatan,Hulu Sungai Selatan,2021,494203.0,89.65,71.93,127.0,4844.91,12736.0,4.84,83.69,7.76,66.12
Kalimantan Selatan,Hulu Sungai Selatan,2022,516857.0,90.05,72.47,137.0,5039.77,13157.0,4.54,80.92,7.79,66.51
Kalimantan Selatan,Hulu Sungai Selatan,2023,547855.0,89.62,73.21,139.0,5305.52,13743.0,,82.86,7.86,66.9
Kalimantan Selatan,Hulu Sungai Selatan,2024,583549.0,90.08,73.95,141.0,5578.76,14150.0,3.38,84.45,,67.17
Kalimantan Selatan,Hulu Sungai Tengah,2020,417778.0,96.5,71.45,176.0,4832.75,12153.0,5.64,80.68,8.0,66.01
Kalimantan Selatan,Hulu Sungai Tengah,2021,425438.0,96.46,71.67,177.0,4978.21,12280.0,6.18,87.62,,66.2
Kalimantan Selatan,Hulu Sungai Tengah,2022,444331.0,96.51,72.32,179.0,5173.58,12448.0,5.92,79.85,8.28,66.54
Kalimantan Selatan,Hulu Sungai Tengah,2023,475655.0,96.07,72.76,181.0,,12782.0,5.84,83.86,8.29,66.86
Kalimantan Selatan,Hulu Sungai Tengah,2024,513950.0,96.18,73.33,183.0,5652.88,13176.0,5.81,86.68,8.35,67.12
Kalimantan Selatan,Hulu Sungai Utara,2020,488237.0,91.52,69.09,254.0,3303.34,9527.0,6.14,88.96,7.53,63.83
Kalimantan Selatan,Hulu Sungai Utara,2021,501994.0,91.74,69.63,256.0,,9644.0,6.83,88.09,7.75,64.1
Kalimantan Selatan,Hulu Sungai Utara,2022,526919.0,92.01,70.33,246.0,3548.52,10132.0,6.49,90.55,7.76,64.53
Kalimantan Selatan,Hulu Sungai Utara,2023,561429.0,91.69,71.12,249.0,3708.42,10491.0,6.25,92.37,7.77,64.97
Kalimantan Selatan,Hulu Sungai Utara,2024,597894.0,91.79,71.74,252.0,3872.62,10981.0,5.75,97.7,7.78,65.26
Kalimantan Selatan,Kota Banjar Baru,2020,652030.0,92.55,80.26,683.0,6118.39,13675.0,,92.27,10.95,71.99
Kalimantan Selatan,Kota Banjar Baru,2021,653556.0,92.56,80.41,697.0,6321.84,13789.0,,89.11,10.96,72.1
Kalimantan Selatan,Kota Banjar Baru,2022,692830.0,92.83,80.82,870.0,6823.28,14136.0,4.17,92.39,10.98,72.36
Kalimantan Selatan,Kota Banjar Baru,2023,753899.0,92.99,81.25,879.0,7288.18,14524.0,3.92,89.77,10.99,72.62
Kalimantan Selatan,Kota Banjar Baru,2024,781405.0,93.01,81.65,896.0,7776.93,14927.0,3.79,89.54,11.0,72.82
Kalimantan Selatan,Kota Banjarmasin,2020,543546.0,93.37,78.62,9134.0,21929.24,14306.0,4.39,88.07,9.95,71.13
Kalimantan Selatan,Kota Banjarmasin,2021,606330.0,93.69,79.09,9199.0,22677.46,14432.0,4.89,91.48,,71.29
Kalimantan Selatan,Kota Banjarmasin,2022,651383.0,93.76,79.46,6785.0,23966.98,14770.0,4.74,89.96,10.21,71.59
Kalimantan Selatan,Kota Banjarmasin,2023,708617.0,93.88,79.98,6775.0,25314.94,15280.0,4.63,88.66,10.24,71.89
Kalimantan Selatan,Kota Banjarmasin,2024,743872.0,94.43,80.53,6798.0,26741.33,15714.0,4.58,87.56,10.35,72.1
Kalimantan Selatan,Kota Baru,2020,466121.0,84.15,70.68,34.0,17304.87,11530.0,4.22,75.75,7.43,69.21
Kalimantan Selatan,Kota Baru,2021,481452.0,84.77,70.94,35.0,17884.58,11720.0,4.86,70.96,7.46,69.32
Kalimantan Selatan,Kota Baru,2022,505601.0,84.93,71.57,35.0,18703.45,12191.0,,71.57,7.47,69.56
Kalimantan Selatan,Kota Baru,2023,556962.0,85.05,72.01,36.0,19504.96,12480.0,4.32,70.13,7.55,69.77
Kalimantan Selatan,Kota Baru,2024,592230.0,85.17,72.42,36.0,20546.67,12929.0,4.45,73.12,7.56,69.93
Kalimantan Selatan,Tabalong,2020,531180.0,85.34,73.84,67.0,14481.31,11283.0,5.72,95.0,,70.44
Kalimantan Selatan,Tabalong,2021,542800.0,85.48,74.25,68.0,14954.31,11470.0,6.27,96.54,,70.57
Kalimantan Selatan,Tabalong,2022,573018.0,86.06,74.82,75.0,15745.72,11914.0,5.87,95.11,,70.84
Kalimantan Selatan,Tabalong,2023,615912.0,86.47,75.43,76.0,16516.95,12507.0,5.77,95.03,9.14,71.28
Kalimantan Selatan,Tabalong,2024,637132.0,86.83,75.97,77.0,17320.79,13097.0,5.64,93.13,9.15,71.46
Kalimantan Selatan,Tanah Bumbu,2020,513803.0,84.6,72.26,64.0,15395.66,11718.0,,83.89,7.96,70.34
Kalimantan Selatan,Tanah Bumbu,2021,530568.0,85.09,72.55,66.0,16046.92,11844.0,4.82,86.7,7.97,70.45
Kalimantan Selatan,Tanah Bumbu,2022,557500.0,85.31,73.34,69.0,16920.76,12217.0,4.26,90.88,8.25,70.7
Kalimantan Selatan,Tanah Bumbu,2023,619249.0,85.74,73.86,69.0,17739.64,12516.0,,92.81,,70.94
Kalimantan Selatan,Tanah Bumbu,2024,643652.0,85.83,74.5,70.0,18594.28,13026.0,3.41,92.42,8.43,71.11
Kalimantan Selatan,Tanah Laut,2020,522845.0,87.19,71.36,96.0,10164.06,11207.0,4.26,78.82,7.88,69.45
Kalimantan Selatan,Tanah Laut,2021,537854.0,86.86,71.86,98.0,10517.16,11310.0,4.57,66.42,7.89,69.59
Kalimantan Selatan,Tanah Laut,2022,575061.0,87.28,72.33,94.0,11056.02,11703.0,3.86,77.0,,69.86
Kalimantan Selatan,Tanah Laut,2023,620532.0,87.53,72.98,94.0,11584.22,12198.0,3.73,74.29,7.92,70.11
Kalimantan Selatan,Tanah Laut,2024,670062.0,87.78,73.42,95.0,12164.9,12595.0,3.74,74.12,7.94,70.31
Kalimantan Selatan,Tapin,2020,446577.0,84.08,71.71,70.0,6358.49,11841.0,,79.78,7.76,70.4
Kalimantan Selatan,Tapin,2021,459160.0,84.15,71.9,71.0,6576.27,11952.0,,79.28,7.77,70.57
Kalimantan Selatan,Tapin,2022,484113.0,84.37,72.61,90.0,6898.88,12247.0,,79.81,7.95,70.88
Kalimantan Selatan,Tapin,2023,516532.0,85.13,73.52,91.0,7235.23,12776.0,3.19,80.67,,71.16
Kalimantan Selatan,Tapin,2024,561101.0,85.39,74.06,92.0,7589.32,13163.0,3.33,80.86,8.15,71.35
Kalimantan Tengah,Barito Selatan,2020,433787.0,91.92,72.73,15.0,32324.9,11486.0,4.45,68.69,8.82,67.09
Kalimantan Tengah,Barito Selatan,2021,450706.0,91.78,73.05,15.0,32759.5,11492.0,4.62,63.66,8.95,67.19
Kalimantan Tengah,Barito Selatan,2022,481352.0,92.03,73.45,21.0,34484.7,11780.0,4.88,57.6,,67.48
Kalimantan Tengah,Barito Selatan,2023,512492.0,92.29,74.01,22.0,35290.0,12067.0,4.72,62.75,9.13,67.75
